Reservoir,Site,DateTime,Depth_m,Rep,Dilution,a254_m,a350_m,S275_295,S350_400,Sr,Max_FL_Ex,Max_FL_Em,Max_FL,B,T,A,C,M,N,FI,BIX,HIX,T_B,T_M,T_N,T_C,A_T,A_C,A_M,M_C,C_N,Fmax1,Fmax2,Fmax3,Fmax4,abs_Flag,fl_Flag
FCR,30,2019-08-22,0.1,1,1,23.03,8.2908,2.85988466,1.897762991,1.506976727,300,300,23.0855224,0.186822793,0.20897714,0.302997389,0.124505062,0.124354284,0.140950985,1.432362707,0.645082282,2.272588714,1.118584824,1.680498126,1.482622772,1.678463008,1.449906857,2.433615025,2.436565757,0.998788979,0.883321685,0.605415189,0.826866273,0.291456498,0.522984151,0,0
FCR,45,2019-08-22,0.1,1,1,23.03,9.212,2.862890201,2.01286005,1.422299678,300,300,23.22820107,0.157806819,0.188906765,0.293574738,0.123963286,0.124001893,0.139817194,1.436977054,0.652218493,2.28880402,1.197076063,1.523418404,1.351098242,1.523892844,1.554072123,2.368239388,2.367502073,1.000311431,0.886609742,0.590142583,0.78439995,0.32994506,0.49603201,0,0
FCR,50,2019-08-22,0.1,1,1,22.7997,7.5999,2.829637291,1.70311477,1.661448389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-22,0.1,1,2,24.8724,10.1332,2.956395002,2.098176143,1.409030892,300,300,27.32773212,0.184606062,0.186312964,0.292901074,0.123588789,0.123986371,0.141093705,1.422107709,0.633137826,2.355998916,1.009246186,1.502689066,1.320490976,1.507523186,1.572091748,2.369964762,2.362365082,1.003216979,0.875934107,0.588313581,0.808162634,0.164548447,0.52083234,0,0
FCR,50,2019-08-22,0.1,2,1,23.03,7.3696,2.837159146,1.652865803,1.716509073,300,300,21.51900335,0.18341669,0.194659475,0.286893452,0.122501763,0.121653858,0.140415909,1.42346552,0.624340961,2.290292525,1.061296414,1.600109344,1.386306419,1.589034067,1.473822177,2.341953648,2.358276637,0.993078425,0.87242083,0.59253263,0.784048477,0.179584766,0.528851927,0,0
FCR,50,2019-08-22,5,1,1,25.5633,14.9695,3.055234267,2.597817538,1.176077312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-22,5,2,1,33.6238,19.8058,3.373669852,2.862705895,1.178489854,300,300,29.85615553,0.067674795,0.089475676,0.259353228,0.120817956,0.102216648,0.103122344,1.507929781,0.70828482,2.436512669,1.322141824,0.875353266,0.867665268,0.740582601,2.898589189,2.14664472,2.537289515,0.846038542,1.171598235,0.532577148,0.592017161,1.020460012,0.182415074,0,0
FCR,50,2019-08-22,5,2,2,20.2664,11.515,2.808643,2.278632,1.2326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-22,9,1,1,29.7087,14.9695,3.162019132,2.523418824,1.253069487,300,300,26.11312316,0.067525127,0.088972908,0.246923256,0.122962602,0.109213146,0.098558957,1.571489696,0.706795785,3.071643824,1.317626662,0.814672147,0.90273792,0.72357698,2.775263406,2.008116715,2.260929797,0.888181808,1.247604532,0.497649827,0.613628197,0.708193607,0.208853924,0,0
FCR,50,2019-08-22,9,1,1,25.7936,15.4301,3.10120279,2.58391082,1.2001973,300,300,26.11312316,0.067525127,0.088972908,0.246923256,0.122962602,0.109213146,0.098558957,1.571489696,0.706795785,3.071643824,1.317626662,0.814672147,0.90273792,0.72357698,2.775263406,2.008116715,2.260929797,0.888181808,1.247604532,0.497649827,0.613628197,0.708193607,0.208853924,0,0
FCR,50,2019-08-22,9,2,2,29.4784,15.1998,3.151108,2.524615,1.248154,300,300,36.76521909,0.086723802,0.086775881,0.248342489,0.120843363,0.10511714,0.106419315,1.524373601,0.709234169,2.972529781,1.000600524,0.825516002,0.815414772,0.718085621,2.861883806,2.055077609,2.362530878,0.869862751,1.135539758,0.443534223,0.675448268,0.645777086,0.237214332,0,0
FCR,99,2019-08-22,0.1,1,1,11.515,4.3757,2.163458353,1.210554998,1.787162381,300,300,10.86856743,0.045551618,0.050582052,0.178260298,0.096224036,0.063448541,0.056290506,1.399191872,0.542246102,5.500538328,1.110433706,0.797213799,0.898589412,0.52566962,3.524180802,1.852554783,2.809525565,0.659383494,1.709418573,0.529886723,0.405399774,0.166899654,0.13135292,0,0
FCR,100,2019-08-22,0.1,1,1,10.5938,4.8363,2.127992765,1.404922973,1.514668638,300,300,26.13345761,0.038163473,0.039499201,0.178554218,0.092650742,0.063822097,0.052160759,1.364373569,0.544269224,6.046316611,1.035000166,0.61889538,0.757258936,0.426323632,4.520451395,1.927175257,2.797686485,0.68884604,1.776253716,0.557576485,0.374216845,0.219977352,0.126471645,0,0
FCR,101,2019-08-22,0.1,2,1,11.9756,4.606,2.243238,1.223582,1.833337,300,300,10.65995934,0.018916916,0.03210442,0.186718467,0.097928058,0.062541067,0.045432461,1.362708087,0.496755941,8.509957116,1.697127582,0.513333422,0.706640568,0.327836788,5.815973856,1.906690188,2.985533762,0.638642983,2.155464529,0.591885206,0.411669246,0.166826716,0.062900946,0,0
FCR,102,2019-08-22,0.1,1,1,5.5272,3.4545,1.559670373,1.170044693,1.333000681,300,300,18.23909452,0.038675916,0.039886006,0.061841295,0.024448775,0.026997326,0.032720831,1.548887005,0.879682086,1.386148069,1.031287948,1.47740577,1.218978992,1.631411211,1.55045094,2.529423044,2.290645165,1.104240449,0.747192972,0.108523529,0.085044607,0.39081913,0.125095357,0,0
FCR,200,2019-08-22,0.1,2,1,22.3391,11.515,2.893306247,2.256266726,1.282342293,300,300,23.66451818,0.03445301,0.062355338,0.388607218,0.199434347,0.138370593,0.100795208,1.437120507,0.550652463,6.871207494,1.80986618,0.450640099,0.618633953,0.312660978,6.232140349,1.948547095,2.808452347,0.69381526,1.978609412,1.036859391,0.889441214,0.586263824,0.142540192,0,0
FCR,50,2019-08-28,0.1,2,1,24.4118,8.9817,2.915674163,1.927370523,1.512773039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-28,0.1,2,2,24.4118,9.212,2.924245341,1.968801149,1.485292378,300,300,33.80710357,0.204161702,0.210612041,0.325579324,0.143925897,0.137051626,0.155322897,1.456022981,0.649624501,2.168159665,1.031594267,1.536735078,1.355962611,1.463336661,1.545872316,2.262131632,2.375596213,0.95223743,0.926623823,0.669480799,0.868320819,0.245575014,0.584740584,0,0
FCR,50,2019-08-28,3.8,1,1,14.9695,5.7575,2.406799251,1.60019609,1.504065199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-28,5,2,1,22.3391,9.9029,2.804694853,2.150729022,1.304067051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-28,5,2,2,21.6482,9.212,2.754126,2.055165,1.3401,305,304,28.92378393,0.097409883,0.114714224,0.2418211,0.119002921,0.114255313,0.112212109,1.580228168,0.754618387,2.795820235,1.177644612,1.004016538,1.022298079,0.963961413,2.108030652,2.032060207,2.116497638,0.960105114,1.060517636,0.461894838,0.649918667,0.515189691,0.291828166,0,0
FCR,50,2019-08-28,9,1,1,16.3513,8.0605,2.587279829,1.900328623,1.361490743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-08-28,9,1,2,16.5816,8.2908,2.600587654,1.92192509,1.353116033,300,300,19.13104481,0.169403407,0.129719747,0.297469167,0.1545671,0.132779916,0.134054193,1.546683085,0.634136266,3.151479719,0.765744615,0.976953075,0.967666466,0.839245526,2.293167958,1.924530949,2.240317489,0.859043845,1.153019511,0.565945787,0.968136004,0.221007474,0.308585035,0,0
FCR,50,2019-09-02,0.1,1,1,22.3391,7.1393,2.790646576,1.629724306,1.712342735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-02,0.1,1,2,20.727,5.9878,2.693440638,1.369162458,1.967217712,300,300,40.24043857,0.545096291,0.271542655,0.324234442,0.142913931,0.14628785,0.181234898,1.444207221,0.669084711,1.730495917,0.498155389,1.856221519,1.49829121,1.900043283,1.194046079,2.268739232,2.216414028,1.023608046,0.788556357,0.72177634,0.78537021,0.290308489,0.817738704,0,0
FCR,50,2019-09-02,5,1,1,17.5028,8.7514,2.700660996,2.006614865,1.345879094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-02,5,1,2,20.727,10.1332,2.895479402,2.118601964,1.366693438,300,300,21.31815352,0.436599893,0.13011114,0.231516887,0.118329426,0.120543329,0.113940412,1.578825722,0.709443363,2.162842746,0.298010013,1.079372373,1.141922673,1.099567066,1.779377903,1.956545339,1.92061135,1.018709662,1.038520259,0.536183643,0.636712612,0.215846715,0.416820196,0,0
FCR,50,2019-09-02,9,1,1,60.7992,44.6782,4.013272107,3.701672664,1.084178011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-02,9,1,2,32.7026,23.4906,3.405382,3.077011,1.106718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,100,2019-09-02,0.1,1,1,10.8241,4.3757,2.123988,1.26955,1.673025,300,300,19.42058067,0.035209402,0.038670761,0.164588005,0.084944889,0.058071076,0.047418717,1.382555609,0.538985156,5.149790875,1.098307801,0.665921201,0.815516815,0.455245293,4.256135676,1.937585734,2.834250982,0.683632376,1.791378904,0.49361296,0.321507339,0.296361302,0.127936942,0,0
FCR,200,2019-09-02,0.1,2,1,15.6604,5.9878,2.541155332,1.61348936,1.574943966,310,308,18.62182147,0.310431437,0.135689853,0.334965129,0.171031593,0.143959581,0.134298907,1.500214571,0.595377399,3.665599606,0.437100877,0.942555209,1.010357098,0.793361336,2.468608525,1.958498558,2.326799825,0.841713386,1.273514415,0.888344148,0.814530623,0.257016588,0.387155397,0,0
FCR,50,2019-09-11,0.1,1,1,17.0422,4.8363,2.472495526,1.271517832,1.944522887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-11,0.1,1,2,16.5816,4.1454,2.43873,1.192539,2.044989,305,304,19.09299427,0.139489387,0.156434716,0.274703357,0.127520618,0.128492542,0.130879088,1.487946655,0.692880956,2.849276476,1.121481131,1.217461443,1.195261352,1.226740573,1.756025544,2.154187783,2.137893393,1.007621704,0.974339137,0.532106,0.844779944,0.042565245,0.395480221,0,0
FCR,50,2019-09-11,5,2,1,26.0239,11.515,3.070847712,2.26650088,1.354884853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-11,5,2,2,26.2542,11.0544,3.070088047,2.197262803,1.397232977,300,300,28.01690907,0.088485263,0.109091914,0.194188187,0.098093263,0.09046699,0.091790573,1.554078356,0.728018727,2.337183182,1.23288229,1.205875356,1.188487118,1.112124425,1.780041979,1.979628163,2.146508755,0.922254875,1.068663803,0.353227684,0.514369682,0.492878089,0.298576493,0,0
FCR,50,2019-09-11,9,2,1,8.0605,3.4545,1.825299,1.080239,1.689717,300,300,13.57134287,0.055649449,0.067632931,0.158318448,0.086578615,0.07918815,0.072387412,1.63026576,0.768525607,3.321462368,1.215338736,0.854078947,0.934318963,0.781173638,2.340848538,1.828609168,1.999269454,0.914638677,1.196045178,0.294476078,0.490790131,0.131917372,0.186608214,0,0
BVR,1,2019-09-20,0.1,2,1,15.6604,5.5272,2.68813,1.453309,1.849662,300,300,20.46153163,0.078696304,0.089541211,0.202296256,0.091601541,0.090775441,0.086331985,1.461326411,0.717927036,2.449153206,1.137807068,0.986403484,1.037173084,0.977507699,2.259253069,2.208437269,2.228535098,0.990981596,1.061038276,0.396809039,0.545108329,0.230997699,0.314853537,0,0
BVR,20,2019-09-20,0.1,2,1,15.8907,5.5272,2.704233,1.475082,1.833276,300,300,19.36427604,0.088248232,0.094669457,0.198267748,0.091721562,0.090386193,0.087560943,1.494272456,0.711920619,2.511503794,1.072763217,1.047388475,1.081183617,1.032139614,2.094315882,2.161626386,2.193562317,0.985441065,1.04751683,0.399352487,0.55395297,0.194378709,0.31196915,0,0
BVR,30,2019-09-20,0.1,2,1,15.8907,5.7575,2.702038,0.784501,3.444277,300,300,18.64056243,0.080212285,0.094126944,0.206906425,0.09295385,0.091424604,0.089422831,1.42126053,0.715767977,2.756373372,1.173472912,1.029558127,1.052605282,1.012620179,2.198163624,2.225904842,2.263137223,0.983548333,1.039486773,0.39745508,0.576229818,0.265802015,0.274468311,0,0
BVR,45,2019-09-20,0.1,1,1,15.1998,5.7575,2.656537,1.516144,1.752167,300,300,19.70710815,0.079114633,0.086514236,0.199631738,0.089858244,0.09067505,0.087271128,1.485265697,0.709464075,2.7332274,1.093530146,0.954112908,0.991327118,0.962785742,2.307501605,2.221629645,2.201617068,1.009089945,1.029644577,0.405853494,0.528371542,0.276535733,0.260934824,0,0
BVR,50,2019-09-20,0.1,1,1,14.5089,4.8363,2.609234,1.305791,1.998202,300,300,17.00404087,0.077316099,0.087602536,0.191999043,0.088313695,0.086546197,0.083039543,1.473492344,0.70854167,2.826563261,1.133043912,1.012205494,1.054949636,0.991947347,2.191706457,2.174057406,2.218457318,0.979986132,1.063513743,0.370984262,0.541795418,0.163231081,0.284009744,0,0
FCR,20,2019-09-20,0.1,1,1,21.8785,8.0605,3.016723,1.863633,1.618732,300,300,25.323661,0.17756831,0.21026846,0.368081837,0.141776894,0.154287825,0.171235991,1.468755221,0.693452693,2.476041013,1.184155323,1.362832481,1.227945471,1.48309399,1.750532805,2.596204683,2.385682966,1.088243794,0.827962003,0.620856276,1.190817793,0.478217344,0.51671642,0,0
FCR,30,2019-09-20,0.1,2,1,17.9634,5.2969,2.820382,1.382639,2.039854,300,300,19.55882314,0.155532172,0.176266903,0.291073936,0.133562099,0.129907901,0.141513656,1.50405703,0.704741958,2.551587702,1.133314737,1.356860524,1.245582288,1.319737443,1.651324958,2.179315378,2.240617648,0.972640459,0.943810676,0.58210634,0.835540437,0.155010058,0.482730069,0,0
FCR,45,2019-09-20,0.1,1,1,22.3391,8.0605,3.039779,1.842,1.65026,300,300,26.5501672,0.198965183,0.227746895,0.401103041,0.144516983,0.163753641,0.191032179,1.481066274,0.688688081,2.427115966,1.144657029,1.390789806,1.192191263,1.575917863,1.761178966,2.775473393,2.449429753,1.133110018,0.756505964,0.592926077,1.386852305,0.522474379,0.579719699,0,0
FCR,50,2019-09-20,0.1,1,1,20.4967,7.3696,2.728081348,1.786779657,1.526814645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,0.1,1,2,20.2664,7.3696,2.713854838,1.786823861,1.518814976,300,300,46.21654111,0.249026171,0.274356185,0.332701312,0.143684943,0.153232191,0.183899725,1.481880169,0.748862852,2.040761727,1.101716274,1.79046049,1.491879255,1.909428909,1.212661974,2.315491829,2.171223352,1.06644571,0.781322231,0.695438212,0.881726923,0.326592906,0.662271952,0,0
FCR,50,2019-09-20,0.1,2,1,20.9573,8.0605,2.766067856,1.915451062,1.444081716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,0.1,2,2,20.727,7.8302,2.756082056,1.831462261,1.504853316,300,300,38.5162419,0.511275323,0.2689042,0.341183346,0.146946252,0.15430718,0.198312115,1.470447197,0.726925205,1.938246915,0.525947933,1.74265513,1.35596456,1.82994936,1.268791439,2.321824083,2.21106591,1.05009266,0.740984745,0.699471969,0.818484332,0.498671114,0.79099371,0,0
FCR,50,2019-09-20,5,1,1,43.9873,23.4906,3.63554099,2.977792145,1.22088474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,5,1,2,45.1388,23.4906,3.658454535,2.971228153,1.23129371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,5,2,1,52.7387,27.1754,3.813495853,3.120493396,1.222081053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,5,2,2,25.333,13.818,3.097925636,2.443513492,1.267816055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,9,1,1,6.2181,2.5333,1.552872949,0.742609063,2.091104227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,9,1,2,5.9878,2.303,1.464421972,0.569409902,2.571823862,305,304,21.86569007,0.07188288,0.068977055,0.151826398,0.083597645,0.077549515,0.082196697,1.668898428,0.794861833,3.380700542,0.959575557,0.889458234,0.839170641,0.825107628,2.201114538,1.816156396,1.957799451,0.927651908,1.017043853,0.285190212,0.456345209,0.173407909,0.170091522,0,0
FCR,50,2019-09-20,9,2,1,5.7575,2.303,1.469890252,0.621011601,2.366928814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-20,9,2,2,4.606,1.8424,1.267459633,0.276441395,4.584912583,300,300,19.80287622,0.323458213,0.074200239,0.159346042,0.086567965,0.079918495,0.075724838,1.640626634,0.807811764,2.403944208,0.229396675,0.928448897,0.979866589,0.857132758,2.147513881,1.840704495,1.993856895,0.923187868,1.143191157,0.356338186,0.426682644,0.19743646,0.250306334,0,0
FCR,100,2019-09-20,0.1,1,1,12.4362,5.5272,2.453767,1.5489,1.5842,300,300,20.57216824,0.038908243,0.048755205,0.19236738,0.08498035,0.067041034,0.058622132,1.394751792,0.564168296,3.889673021,1.253081643,0.727244232,0.831685977,0.573723283,3.945576254,2.263668961,2.869397572,0.788900424,1.44962912,0.477683973,0.484400238,0.397482375,0.140218923,0,0
FCR,50,2019-09-27,0.1,1,1,19.8058,6.4484,2.681483205,1.517368616,1.767193006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-27,0.1,1,2,19.3452,6.4484,2.665728257,1.47619275,1.805813135,300,300,31.50497384,0.23546596,0.297728012,0.320794118,0.137925579,0.173442712,0.215366441,1.481915373,0.734553227,1.725095121,1.264420607,1.716578395,1.38242528,2.158613474,1.077473749,2.325849353,1.84956816,1.257509404,0.640422798,0.613636292,0.923508183,0.252537622,0.703062902,0,0
FCR,50,2019-09-27,0.1,2,1,20.4967,7.1393,2.737362728,1.676426351,1.632855942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-27,0.1,2,2,19.3452,6.909,2.700989393,1.643515827,1.64342159,300,300,34.94310886,0.242587573,0.293059005,0.331851683,0.139051594,0.172303202,0.210862731,1.457492403,0.748371092,1.621081129,1.208054485,1.700833192,1.389809394,2.10755589,1.132371561,2.386536353,1.925975137,1.239131444,0.659441299,0.615966232,0.957295902,0.315102182,0.698187844,0,0
FCR,50,2019-09-27,5,1,1,41.2237,22.7997,3.590946915,2.956090943,1.214761989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-27,5,1,2,43.757,22.5694,3.640405129,2.916289881,1.248300161,300,300,50.82821168,0.15877564,0.140018893,0.26716184,0.123134046,0.124481709,0.12985715,1.525510616,0.723326005,2.041850096,0.881866343,1.124814997,1.078253243,1.137125738,1.90804136,2.16968294,2.146193536,1.010944681,0.948226926,0.481361863,0.650960282,1.191906401,0.330852277,0,0
FCR,50,2019-09-27,5,2,1,47.9024,23.7209,3.706903036,2.969033829,1.248521657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-27,5,2,2,44.2176,22.1088,3.635892818,2.880381588,1.262295535,300,300,55.01577401,0.161500355,0.150883212,0.294566126,0.129934912,0.134438517,0.135823243,1.503104791,0.711852408,1.960576409,0.93425932,1.122321305,1.110879179,1.161221492,1.952278995,2.267028328,2.191084311,1.034660473,0.956647105,0.59169182,0.57928589,1.281013716,0.340449909,0,0
FCR,50,2019-09-27,9,1,1,11.9756,6.6787,2.312485892,1.779677083,1.299385104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1
FCR,50,2019-09-27,9,1,2,10.5938,5.5272,2.142218,1.58419,1.352248,300,300,38.99236423,0.363508029,0.102979255,0.203844124,0.098470832,0.099509336,0.10051116,1.573745149,0.837599605,1.936956569,0.283292931,1.034870283,1.024555432,1.045784354,1.979467848,2.070096505,2.048492452,1.010546318,0.979700478,0.455782191,0.445157537,0.602527852,0.322258558,0,0
FCR,50,2019-09-27,9,2,1,11.2847,6.2181,2.236932146,1.632009489,1.370661237,300,300,21.98997469,0.074548001,0.088795376,0.178220092,0.093026783,0.089300699,0.091190441,1.602643864,0.808351575,2.5687919,1.191116799,0.994341327,0.973735571,0.954514103,2.007087529,1.915793353,1.995730076,0.959946125,1.020137437,0.342121644,0.491772404,0.374046638,0.202228364,0,0
BVR,1,2019-10-04,0.1,2,1,17.0422,5.7575,2.546301,1.431043,1.779332,300,300,19.91298256,0.087044614,0.101525187,0.202535832,0.092665125,0.09148326,0.089379282,1.466541425,0.72331676,2.549408809,1.166358054,1.109767912,1.135891721,1.095613767,1.994931886,2.185674838,2.213911394,0.987245851,1.036762913,0.404779389,0.544645031,0.238928866,0.315604224,0,0
BVR,20,2019-10-04,0.1,2,1,16.8119,5.5272,2.505903356,1.383129858,1.811762896,300,300,17.1649188,0.086982054,0.095658368,0.201149002,0.093143236,0.090529717,0.088433875,1.496668412,0.707919309,2.672730772,1.099748321,1.05665157,1.081693727,1.027002845,2.102785214,2.159566397,2.221911299,0.971940868,1.053252903,0.405731292,0.555402038,0.148449836,0.315851377,0,0
BVR,30,2019-10-04,0.1,2,1,17.0422,5.7575,2.544849582,1.460583521,1.74235129,300,300,19.43148592,0.087638062,0.099424174,0.211008865,0.097974966,0.094414374,0.091934987,1.468251567,0.723255993,2.743998357,1.134486217,1.053061829,1.081461767,1.014791617,2.122309458,2.153701848,2.23492308,0.963658153,1.065698365,0.417000198,0.581773168,0.205554344,0.327001643,0,0
BVR,45,2019-10-04,0.1,2,1,16.8119,5.5272,2.512941127,1.372349133,1.831123777,300,300,17.6149519,0.086378032,0.096033174,0.198782767,0.091018885,0.089353999,0.086385631,1.497559563,0.729781668,2.647600163,1.111777745,1.07474959,1.111679953,1.055090646,2.069938539,2.183972789,2.224665597,0.981708349,1.053634546,0.402854773,0.531371824,0.188817254,0.297819893,0,0
BVR,50,2019-10-04,0.1,1,1,16.8119,5.5272,2.521707407,1.374372353,1.834806558,300,300,17.59893928,0.091022867,0.096975283,0.198429554,0.089105698,0.088810014,0.088418319,1.451263294,0.714861486,2.560142788,1.065394727,1.09194086,1.096778177,1.088317422,2.046186902,2.226900854,2.234315084,0.996681654,1.007774161,0.394748699,0.535810581,0.182264844,0.309750903,0,0
BVR,100,2019-10-04,0.1,1,1,16.3513,7.8302,2.572381751,1.871645344,1.374395934,300,300,20.9752344,0.044609806,0.057891999,0.30713462,0.151506223,0.107163818,0.088262714,1.418737299,0.535502045,5.446976168,1.297741541,0.540219635,0.65590549,0.382109708,5.305303451,2.027207953,2.866029093,0.70732288,1.7165371,0.76439207,0.704698528,0.652012137,0.118160981,0,0
BVR,200,2019-10-04,0.1,1,1,9.9029,4.1454,2.027223472,1.213282303,1.670858848,300,300,7.416756816,0.045906479,0.057143932,0.212571703,0.119225741,0.091273332,0.07904643,1.696508408,0.662287468,5.28962014,1.24479014,0.626074791,0.72291604,0.479291899,3.71993482,1.782934625,2.328957414,0.765550548,1.508300143,0.477218839,0.618308572,0.143838524,0.140444006,0,0
FCR,1,2019-10-04,0.1,2,1,8.0605,3.2242,1.800170498,0.978249501,1.840195671,240,482,9.149515616,0.030655253,0.047346229,0.159600046,0.076968361,0.066769774,0.058740932,1.524535843,0.74047723,4.452079194,1.544473602,0.70909675,0.806017681,0.615138854,3.370913554,2.073579901,2.390303845,0.867496367,1.310302017,0.359688922,0.414972472,0.270281358,0.100653811,0,0
FCR,20,2019-10-04,0.1,2,1,23.03,8.9817,2.84542341,1.980477082,1.436736348,245,492,30.23266816,0.30319715,0.341036019,0.340516136,0.138608982,0.147148737,0.220962425,1.507848007,0.744273475,1.485059024,1.124799554,2.317627896,1.54341182,2.460417883,0.998475578,2.456667167,2.314094852,1.061610402,0.627296619,0.632757888,0.825994563,0.676444877,0.866210836,0,0
FCR,30,2019-10-04,0.1,2,1,22.5694,7.1393,2.796248034,1.68242675,1.662032558,240,482,32.37257332,0.393092495,0.43732961,0.326009725,0.133367019,0.144587984,0.242913998,1.508155868,0.736826979,1.213586841,1.112536147,3.024660814,1.800347501,3.279143623,0.745455414,2.444455367,2.25474978,1.084135982,0.54902978,0.650215731,0.75115761,0.374730913,1.127297014,0,0
FCR,45,2019-10-04,0.1,2,1,24.6421,9.6726,2.920752728,2.101219787,1.390027234,240,482,40.05926573,0.344306603,0.379951008,0.347395781,0.137285178,0.150306571,0.238179556,1.496617865,0.732185605,1.385603374,1.103525186,2.527840298,1.59522931,2.767603997,0.914317304,2.530468224,2.311248125,1.094849228,0.576393628,0.718146242,0.732379976,0.752159126,0.98006242,0,0
FCR,50,2019-10-04,0.1,1,1,19.5755,5.5272,2.621537752,1.366948387,1.917803025,240,482,37.95093257,0.288418019,0.311226411,0.317772414,0.132035794,0.14062429,0.205185509,1.47356763,0.73925309,1.474223989,1.079081021,2.213176768,1.516805025,2.357136663,1.021032931,2.406714155,2.259726362,1.065046723,0.643494732,0.664474737,0.686010998,0.685197247,0.839711677,0,0
